Position,Frame
(-1.3900000 0.0000000 -1.6000000),1937
(-1.3900000 0.0000000 -1.8000000),1938
(-1.3900000 0.0000000 -1.9700000),1939
(-1.3900000 0.0000000 -2.1800000),1940
(-1.3900000 0.0000000 -2.3200000),1941
(-1.3900000 0.0000000 -2.4800000),1942
(-1.3900000 0.0000000 -2.5900000),1943
(-1.3900000 0.0000000 -2.7500000),1944
(-1.3900000 0.0000000 -2.8500000),1945
(-1.3900000 0.0000000 -2.9300000),1946
(-1.3900000 0.0000000 -3.0000000),1947
(-1.3900000 0.0000000 -3.0900000),1948
(-1.3900000 0.0000000 -3.0900000),1949
(-1.3900000 0.0000000 -3.0900000),1950
(-1.3900000 0.0000000 -3.0900000),1951
(-1.3900000 0.0000000 -3.0900000),1952
(-1.3900000 0.0000000 -3.0900000),1953
(-1.3900000 0.0000000 -3.0800000),1954
(-1.3900000 0.0000000 -3.0300000),1955
(-1.3900000 0.0000000 -2.9800000),1956
(-1.3900000 0.0000000 -2.8900000),1957
(-1.3900000 0.0000000 -2.7800000),1958
(-1.3900000 0.0000000 -2.6800000),1959
(-1.3900000 0.0000000 -2.5400000),1960
(-1.3900000 0.0000000 -2.3900000),1961
(-1.3900000 0.0000000 -2.1700000),1962
(-1.3900000 0.0000000 -1.9900000),1963
(-1.3900000 0.0000000 -1.7900000),1964
(-1.3900000 0.0000000 -1.5800000),1965
(-1.3900000 0.0000000 -1.3700000),1966
(-1.3900000 0.0000000 -1.0900000),1967
(-1.3900000 0.0000000 -0.9000000),1968
(-1.3900000 0.0000000 -0.6100000),1969
(-1.3900000 0.0000000 -0.4000000),1970
(-1.3900000 0.0000000 -0.1700000),1971
(-1.3900000 0.0000000 0.1100000),1972
(-1.3900000 0.0000000 0.3800000),1973
(-1.3900000 0.0000000 0.5900000),1974
(-1.3900000 0.0000000 1.3000000),1975
(-1.3900000 0.0000000 1.5300000),1976
(-1.3900000 0.0000000 1.7600000),1977
(-1.3900000 0.0000000 1.9300000),1978
(-1.3900000 0.0000000 2.0900000),1979
(-1.3900000 0.0000000 2.2500000),1980
(-1.3900000 0.0000000 2.4000000),1981
(-1.3900000 0.0000000 2.5600000),1982
(-1.3900000 0.0000000 2.6830000),1983
(-1.3900000 0.0000000 2.8360000),1984
(-1.3900000 0.0000000 2.9520000),1985
(-1.3900000 0.0000000 3.0760000),1986
(-1.3900000 0.0000000 3.1870000),1987
(-1.3900000 0.0000000 3.2830000),1988
(-1.3900000 0.0000000 3.3850000),1989
(-1.3900000 0.0000000 3.4330000),1990
(-1.3900000 0.0000000 3.5150000),1991
(-1.3900000 0.0000000 3.5770000),1992
(-1.3900000 0.0000000 3.6300000),1993
(-1.3900000 0.0000000 3.6980000),1994
(-1.3900000 0.0000000 3.7800000),1995
(-1.3900000 0.0000000 3.8340000),1996
(-1.3900000 0.0000000 3.8820000),1997
(-1.3900000 0.0000000 3.9490000),1998
(-1.3900000 0.0000000 3.9830000),1999
(-1.3900000 0.0000000 4.0370000),2000
(-1.3900000 0.0000000 4.1080000),2001
(-1.3900000 0.0000000 4.1080000),2002
(-1.3900000 0.0000000 4.1080000),2003
(-1.3900000 0.0000000 4.1080000),2004
(-1.3900000 0.0000000 4.1080000),2005
(-1.3900000 0.0000000 4.1130000),2006
(-1.3900000 0.0000000 4.1130000),2007
(-1.3900000 0.0000000 4.1130000),2008
(-1.3900000 0.0000000 4.1130000),2009
(-1.3900000 0.0000000 4.1130000),2010
(-1.3900000 0.0000000 4.1130000),2011
(-1.3900000 0.0000000 4.0850000),2012
(-1.3900000 0.0000000 4.0170000),2013
(-1.3900000 0.0000000 3.9640000),2014
(-1.3900000 0.0000000 3.8820000),2015
(-1.3900000 0.0000000 3.8140000),2016
(-1.3900000 0.0000000 3.7180000),2017
(-1.3900000 0.0000000 3.6160000),2018
(-1.3900000 0.0000000 3.4920000),2019
(-1.3900000 0.0000000 3.3670000),2020
(-1.3900000 0.0000000 3.2560000),2021
(-1.3900000 0.0000000 3.1120000),2022
(-1.3900000 0.0000000 2.9730000),2023
(-1.3900000 0.0000000 2.8340000),2024
(-1.3900000 0.0000000 2.6760000),2025
(-1.3900000 0.0000000 2.4740000),2026
(-1.3900000 0.0000000 2.3200000),2027
(-1.3900000 0.0000000 2.1300000),2028
(-1.3900000 0.0000000 1.8900000),2029
(-1.3900000 0.0000000 1.2000000),2030
(-1.3900000 0.0000000 0.9400000),2031
(-1.3900000 0.0000000 0.7200000),2032
(-1.3900000 0.0000000 0.5000000),2033
(-1.3900000 0.0000000 0.2800000),2034
(-1.3900000 0.0000000 -0.0200000),2035
(-1.3900000 0.0000000 -0.3100000),2036
(-1.3900000 0.0000000 -0.5500000),2037
(-1.3900000 0.0000000 -0.7800000),2038
(-1.3900000 0.0000000 -1.0800000),2039
(-1.3900000 0.0000000 -1.3100000),2040
(-1.3900000 0.0000000 -1.5300000),2041
(-1.3900000 0.0000000 -1.7100000),2042
(-1.3900000 0.0000000 -1.8900000),2043
(-1.3900000 0.0000000 -2.0300000),2044
(-1.3900000 0.0000000 -2.1500000),2045
(-1.3900000 0.0000000 -2.2300000),2046
(-1.3900000 0.0000000 -2.3100000),2047
(-1.3900000 0.0000000 -2.3100000),2048
(-1.3900000 0.0000000 -2.3300000),2049
(-1.3900000 0.0000000 -2.3400000),2050
(-1.3900000 0.0000000 -2.3600000),2051
(-1.3900000 0.0000000 -2.3600000),2052
(-1.3900000 0.0000000 -2.3600000),2053
(-1.3900000 0.0000000 -2.3600000),2054
(-1.3900000 0.0000000 -2.3600000),2055
(-1.3900000 0.0000000 -2.3600000),2056
(-1.3900000 0.0000000 -2.3600000),2057
(-1.3900000 0.0000000 -2.3600000),2058
(-1.3900000 0.0000000 -2.3600000),2059
(-1.3900000 0.0000000 -2.3600000),2060
(-1.3900000 0.0000000 -2.3600000),2061
(-1.3900000 0.0000000 -2.3600000),2062
(-1.3900000 0.0000000 -2.3600000),2063
(-1.3900000 0.0000000 -2.3600000),2064
(-1.3900000 0.0000000 -2.3600000),2065
(-1.3900000 0.0000000 -2.3600000),2066
(-1.3900000 0.0000000 -2.3600000),2067
(-1.3900000 0.0000000 -2.3600000),2068
(-1.3900000 0.0000000 -2.3600000),2069
(-1.3900000 0.0000000 -2.3600000),2070
(-1.3900000 0.0000000 -2.3600000),2071
(-1.3900000 0.0000000 -2.3600000),2072
(-1.3900000 0.0000000 -2.3600000),2073
(-1.3900000 0.0000000 -2.3600000),2074
(-1.3900000 0.0000000 -2.3600000),2075
(-1.3900000 0.0000000 -2.3600000),2076
(-1.3900000 0.0000000 -2.3600000),2077
(-1.3900000 0.0000000 -2.3600000),2078
(-1.3900000 0.0000000 -2.3600000),2079
(-1.3900000 0.0000000 -2.3600000),2080
(-1.3900000 0.0000000 -2.3600000),2081
(-1.3900000 0.0000000 -2.3600000),2082
(-1.3900000 0.0000000 -2.3600000),2083
(-1.3900000 0.0000000 -2.3600000),2084
(-1.3900000 0.0000000 -2.3600000),2085
(-1.3900000 0.0000000 -2.3600000),2086
(-1.3900000 0.0000000 -2.3600000),2087
(-1.3900000 0.0000000 -2.3600000),2088
(-1.3900000 0.0000000 -2.3600000),2089
(-1.3900000 0.0000000 -2.3600000),2090
(-1.3900000 0.0000000 -2.3600000),2091
(-1.3900000 0.0000000 -2.3600000),2092
(-1.3900000 0.0000000 -2.3600000),2093
(-1.3900000 0.0000000 -2.3600000),2094
(-1.3900000 0.0000000 -2.3600000),2095
(-1.3900000 0.0000000 -2.3600000),2096
(-1.3900000 0.0000000 -2.3600000),2097
(-1.3900000 0.0000000 -2.3600000),2098
(-1.3900000 0.0000000 -2.3600000),2099
(-1.3900000 0.0000000 -2.3600000),2100
(-1.3900000 0.0000000 -2.3600000),2101
(-1.3900000 0.0000000 -2.3600000),2102
(-1.3900000 0.0000000 -2.3600000),2103
(-1.3900000 0.0000000 -2.3600000),2104
(-1.3900000 0.0000000 -2.3600000),2105
(-1.3900000 0.0000000 -2.3600000),2106
(-1.3900000 0.0000000 -2.3600000),2107
(-1.3900000 0.0000000 -2.3600000),2108
(-1.3900000 0.0000000 -2.3600000),2109
(-1.3900000 0.0000000 -2.3600000),2110
(-1.3900000 0.0000000 -2.3600000),2111
(-1.3900000 0.0000000 -2.3600000),2112
(-1.3900000 0.0000000 -2.3600000),2113
(-1.3900000 0.0000000 -2.3600000),2114
(-1.3900000 0.0000000 -2.3600000),2115
(-1.3900000 0.0000000 -2.3600000),2116
(-1.3900000 0.0000000 -2.3600000),2117
(-1.3900000 0.0000000 -2.3600000),2118
(-1.3900000 0.0000000 -2.3600000),2119
(-1.3900000 0.0000000 -2.3600000),2120
(-1.3900000 0.0000000 -2.3600000),2121
(-1.3900000 0.0000000 -2.3600000),2122
(-1.3900000 0.0000000 -2.3600000),2123
(-1.3900000 0.0000000 -2.3600000),2124
(-1.3900000 0.0000000 -2.3600000),2125
(-1.3900000 0.0000000 -2.3600000),2126
(-1.3900000 0.0000000 -2.3600000),2127
(-1.3900000 0.0000000 -2.3600000),2128
(-1.3900000 0.0000000 -2.3600000),2129
(-1.3900000 0.0000000 -2.3600000),2130
(-1.3900000 0.0000000 -2.3600000),2131
(-1.3900000 0.0000000 -2.3600000),2132
(-1.3900000 0.0000000 -2.3600000),2133
(-1.3900000 0.0000000 -2.3600000),2134
(-1.3900000 0.0000000 -2.3600000),2135
(-1.3900000 0.0000000 -2.3600000),2136
(-1.3900000 0.0000000 -2.3600000),2137
(-1.3900000 0.0000000 -2.3600000),2138
(-1.3900000 0.0000000 -2.3600000),2139
(-1.3900000 0.0000000 -2.3600000),2140
(-1.3900000 0.0000000 -2.3600000),2141
(-1.3900000 0.0000000 -2.3600000),2142
(-1.3900000 0.0000000 -2.3600000),2143
(-1.3900000 0.0000000 -2.3600000),2144
(-1.3900000 0.0000000 -2.3600000),2145
(-1.3900000 0.0000000 -2.3600000),2146
(-1.3900000 0.0000000 -2.3600000),2147
(-1.3900000 0.0000000 -2.3600000),2148
(-1.3900000 0.0000000 -2.3600000),2149
(-1.3900000 0.0000000 -2.3600000),2150
(-1.3900000 0.0000000 -2.3600000),2151
(-1.3900000 0.0000000 -2.3600000),2152
(-1.3900000 0.0000000 -2.3600000),2153
(-1.3900000 0.0000000 -2.3600000),2154
(-1.3900000 0.0000000 -2.3600000),2155
(-1.3900000 0.0000000 -2.3600000),2156
(-1.3900000 0.0000000 -2.3600000),2157
(-1.3900000 0.0000000 -2.3600000),2158
(-1.3900000 0.0000000 -2.3600000),2159
(-1.3900000 0.0000000 -2.3600000),2160
(-1.3900000 0.0000000 -2.3600000),2161
(-1.3900000 0.0000000 -2.3600000),2162
(-1.3900000 0.0000000 -2.3600000),2163
(-1.3900000 0.0000000 -2.3600000),2164
(-1.3900000 0.0000000 -2.3600000),2165
(-1.3900000 0.0000000 -2.3600000),2166
(-1.3900000 0.0000000 -2.3600000),2167
(-1.3900000 0.0000000 -2.3600000),2168
(-1.3900000 0.0000000 -2.3600000),2169
(-1.3900000 0.0000000 -2.3600000),2170
(-1.3900000 0.0000000 -2.3600000),2171
(-1.3900000 0.0000000 -2.3600000),2172
(-1.3900000 0.0000000 -2.3600000),2173
(-1.3900000 0.0000000 -2.3600000),2174
(-1.3900000 0.0000000 -2.3600000),2175
(-1.3900000 0.0000000 -2.3600000),2176
(-1.3900000 0.0000000 -2.3600000),2177
(-1.3900000 0.0000000 -2.3600000),2178
(-1.3900000 0.0000000 -2.3600000),2179
(-1.3900000 0.0000000 -2.3600000),2180
(-1.3900000 0.0000000 -2.3600000),2181
(-1.3900000 0.0000000 -2.3600000),2182
(-1.3900000 0.0000000 -2.3600000),2183
(-1.3900000 0.0000000 -2.3600000),2184
(-1.3900000 0.0000000 -2.3600000),2185
(-1.3900000 0.0000000 -2.3600000),2186
(-1.3900000 0.0000000 -2.3600000),2187
(-1.3900000 0.0000000 -2.3600000),2188
(-1.3900000 0.0000000 -2.3600000),2189
(-1.3900000 0.0000000 -2.3600000),2190
(-1.3900000 0.0000000 -2.3600000),2191
(-1.3900000 0.0000000 -2.3600000),2192
(-1.3900000 0.0000000 -2.3600000),2193
(-1.3900000 0.0000000 -2.3600000),2194
(-1.3900000 0.0000000 -2.3600000),2195
(-1.3900000 0.0000000 -2.3600000),2196
(-1.3900000 0.0000000 -2.3600000),2197
(-1.3900000 0.0000000 -2.3600000),2198
(-1.3900000 0.0000000 -2.3600000),2199
(-1.3900000 0.0000000 -2.3600000),2200
(-1.3900000 0.0000000 -2.3600000),2201
(-1.3900000 0.0000000 -2.3600000),2202
(-1.3900000 0.0000000 -2.3600000),2203
(-1.3900000 0.0000000 -2.3600000),2204
(-1.3900000 0.0000000 -2.3600000),2205
(-1.3900000 0.0000000 -2.3600000),2206
(-1.3900000 0.0000000 -2.3600000),2207
(-1.3900000 0.0000000 -2.3600000),2208
(-1.3900000 0.0000000 -2.3600000),2209
(-1.3900000 0.0000000 -2.3600000),2210
(-1.3900000 0.0000000 -2.3600000),2211
(-1.3900000 0.0000000 -2.3600000),2212
(-1.3900000 0.0000000 -2.3600000),2213
(-1.3900000 0.0000000 -2.3600000),2214
(-1.3900000 0.0000000 -2.3600000),2215
(-1.3900000 0.0000000 -2.3600000),2216
(-1.3900000 0.0000000 -2.3600000),2217
(-1.3900000 0.0000000 -2.3600000),2218
(-1.3900000 0.0000000 -2.3600000),2219
(-1.3900000 0.0000000 -2.3600000),2220
(-1.3900000 0.0000000 -2.3600000),2221
(-1.3900000 0.0000000 -2.3600000),2222
(-1.3900000 0.0000000 -2.3600000),2223
(-1.3900000 0.0000000 -2.3600000),2224
(-1.3900000 0.0000000 -2.3600000),2225
(-1.3900000 0.0000000 -2.3600000),2226
(-1.3900000 0.0000000 -2.3600000),2227
(-1.3900000 0.0000000 -2.3600000),2228
(-1.3900000 0.0000000 -2.3600000),2229
(-1.3900000 0.0000000 -2.3600000),2230
(-1.3900000 0.0000000 -2.3600000),2231
(-1.3900000 0.0000000 -2.3600000),2232
(-1.3900000 0.0000000 -2.3600000),2233
(-1.3900000 0.0000000 -2.3600000),2234
(-1.3900000 0.0000000 -2.3600000),2235
(-1.3900000 0.0000000 -2.3600000),2236
(-1.3900000 0.0000000 -2.3600000),2237
(-1.3900000 0.0000000 -2.3600000),2238
(-1.3900000 0.0000000 -2.3600000),2239
(-1.3900000 0.0000000 -2.3600000),2240
(-1.3900000 0.0000000 -2.3600000),2241
(-1.3900000 0.0000000 -2.3600000),2242
(-1.3900000 0.0000000 -2.3600000),2243
(-1.3900000 0.0000000 -2.3600000),2244
(-1.3900000 0.0000000 -2.3600000),2245
(-1.3900000 0.0000000 -2.3600000),2246
(-1.3900000 0.0000000 -2.3600000),2247
(-1.3900000 0.0000000 -2.3600000),2248
(-1.3900000 0.0000000 -2.3600000),2249
(-1.3900000 0.0000000 -2.3600000),2250
(-1.3900000 0.0000000 -2.3600000),2251
(-1.3900000 0.0000000 -2.3600000),2252
(-1.3900000 0.0000000 -2.3600000),2253
(-1.3900000 0.0000000 -2.3600000),2254
(-1.3900000 0.0000000 -2.3600000),2255
(-1.3900000 0.0000000 -2.3600000),2256
(-1.3900000 0.0000000 -2.3600000),2257
(-1.3900000 0.0000000 -2.3600000),2258
(-1.3900000 0.0000000 -2.3600000),2259
(-1.3900000 0.0000000 -2.3600000),2260
(-1.3900000 0.0000000 -2.3600000),2261

